endTime,artistName,trackName,msPlayed
2021-01-18 17:25,Taska Black,Easier,216750
2021-01-18 17:29,Just A Gent,Fire,254520
2021-01-18 17:32,Bear Grillz,Taking Over (feat. Sam Nelson),181083
2021-01-18 17:36,RL Grime,Undo - AWAY Remix,212571
2021-01-18 17:41,SLANDER,Running To You,300850
2021-01-18 17:44,JOYRYDE,ON FIRE,203520
2021-01-18 17:47,KUURO,She's Got a Gun,193600
2021-01-18 17:50,Nitti Gritti,11:25,168000
2021-01-18 17:54,Pixel Terror,Enigma,212957
2021-01-18 17:59,SLANDER,Ascension,338906
2021-01-18 18:02,QUIX,Chicane,161586
2021-01-18 18:06,Kaivon,Free Falling,226000
2021-01-18 18:10,Dabin,Holding On,217655
2021-01-18 18:13,SLANDER,Happy Now,226048
2021-01-18 18:17,Jason Ross,One That Got Away (with Dylan Matthew),215016
2021-01-18 18:21,San Holo,Light,239853
2021-01-18 18:24,Taska Black,Running Away,185812
2021-01-18 18:27,William Black,Butterflies,201931
2021-01-18 18:31,SLANDER,Dead - NGHTMRE Remix,185600
2021-01-18 18:34,Alison Wonderland,Anything,226000
2021-01-18 18:38,Dabin,Bloom,240000
2021-01-18 18:42,MEMBA,Stand Off,204794
2021-01-18 18:45,MYRNE,Splinter (with salem ilese),223511
2021-01-18 18:49,SLANDER,Kneel Before Me,201600
2021-01-18 18:53,Ookay,Thief,239711
2021-01-18 18:57,Just A Gent,Limelight (NGHTMRE Remix),254896
2021-01-18 19:00,Bear Grillz,Run It (feat. Bok Nero),147200
2021-01-18 19:03,JOYRYDE,MADDEN,226874
2021-01-18 19:08,SLANDER,WARNING - Ghastly Remix,260040
2021-01-18 19:12,Ghastly,LSD,260129
2021-01-18 19:15,Slushii,Candy Flip,190344
2021-01-18 19:20,Kayzo,Alone - Sullivan King Remix,259200
2021-01-18 19:23,Pixel Terror,Amnesia,225625
2021-01-18 19:27,ARMNHMR,Fragile (feat. Melanie Fontana),233913
2021-01-18 19:30,KUURO,Don't Stop,166666
2021-01-18 19:34,Nurko,"Blindspot, Pt. 1",248888
2021-01-18 19:39,San Holo,We Rise,266482
2021-01-18 19:41,Nitti Gritti,Cold Day in Hell,144000
2021-01-18 19:44,Alison Wonderland,Church,183912
2021-01-18 19:48,SLANDER,After All,205042
2021-01-18 19:51,Slushii,Test Me,184629
2021-01-18 19:53,Said The Sky,Just Us,162944
2021-01-18 19:57,Taska Black,In Your Eyes,222608
2021-01-18 20:01,JOYRYDE,DAMN - Bonus Track,220839
2021-01-18 20:04,Alison Wonderland,Cry,199942
2021-01-18 20:08,NGHTMRE,Like That,260087
2021-01-18 20:12,SLANDER,DROP IT,191250
2021-01-18 20:16,RL Grime,Outta Here,240469
2021-01-18 20:19,Lookas,Alarm,225428
2021-01-18 20:24,JOYRYDE,GOT REAL,272125
2021-01-18 20:27,Slushii,Twinbow,166285
2021-01-18 20:31,SLANDER,Move Back,255000
2021-01-18 20:35,Slippy,Resonate,231724
2021-01-18 20:41,Dabin,Alive,365419
2021-01-18 20:44,NGHTMRE,BANG,203750
2021-01-18 20:48,ARMNHMR,WANT U,195208
2021-01-18 20:50,Sullivan King,Dark Love (ft. Aaron Gillespie),165000
2021-01-18 20:54,Just A Gent,VIBE,245724
2021-01-18 20:57,Slushii,LUV U NEED U,146709
2021-01-18 20:59,SLANDER,Welcome to the Fire,145632
2021-01-18 21:03,NGHTMRE,GUD VIBRATIONS,224210
2021-01-18 21:08,JOYRYDE,IM GONE,285860
2021-01-18 21:11,Snavs,Murda,214400
2021-01-18 21:14,SLANDER,We Out,159150
2021-01-18 21:17,NGHTMRE,No Coming Down,195692
2021-01-18 21:21,Slushii,All I Need,225750
2021-01-18 21:26,Kaivon,Reborn,259928
2021-01-18 21:29,KUURO,Afraid of the Dark,210023
2021-01-18 21:33,San Holo,brighter days,236718
2021-01-18 21:38,Seven Lions,Horizon,271058
2021-01-18 21:41,MYRNE,Fear,223772
2021-01-18 21:46,Nurko,"Blindspot, Pt. 2",268444
2021-01-18 21:49,Snavs,Turn Left,195200
2021-01-18 21:52,NGHTMRE,Bruises,201534
2021-01-18 21:56,Jauz,Wildlife,212571
2021-01-18 21:59,Alison Wonderland,I Want U,210017
2021-01-18 22:04,San Holo,lift me from the ground,260903
2021-01-18 22:06,Slushii,Never Let You Go (feat. Sofia Reyes),162537
2021-01-18 22:10,SLANDER,POWER,219492
2021-01-18 22:14,Seven Lions,Freesol,210884
2021-01-18 22:17,Lookas,Deep Breaths,182373
2021-01-18 22:19,NGHTMRE,REDLIGHT,135380
2021-01-18 22:23,Riot Ten,Rail Breaker (feat. Rico Act),225116
2021-01-18 22:26,Gold,YUCK,180000
2021-01-18 22:29,MYRNE,Afterdark,200000
2021-01-18 22:32,KUURO,Bad Habits,187380
2021-01-18 22:36,Sullivan King,Flatline,208016
2021-01-18 22:39,MEMBA,Pull Up,216698
2021-01-18 22:42,Party Favor,Be Ok,186000
2021-01-18 22:46,JOYRYDE,AGEN WIDA,199047
2021-01-18 22:51,San Holo,show me,341475
2021-01-18 22:55,Taska Black,Be There One More Time,184320
2021-01-18 22:57,Alison Wonderland,High,174774
2021-01-18 23:01,Riot Ten,Ain't Scared (feat. Hashu),202966
2021-01-18 23:04,SLUMBERJACK,Solid,198666
2021-01-18 23:07,Boombox Cartel,NEW WIP,186400
2021-01-18 23:11,JOYRYDE,SELECTA 19,250000
2021-01-18 23:15,Seven Lions,Strangers,204120
2021-01-18 23:18,Taska Black,Comedown,168243
2021-01-18 23:21,Sullivan King,Someone Else,226758
2021-01-18 23:26,San Holo,don't forget to breathe today,247000
2021-01-18 23:30,RL Grime,Take It Away,236521
2021-01-18 23:33,Alison Wonderland,Peace,177600
2021-01-18 23:36,Dabin,Part-Time Lover,219190
2021-01-18 23:40,JOYRYDE,ARTERIES,204071
2021-01-18 23:45,Kayzo,Liar (with OST),296250
2021-01-18 23:49,Jauz,I Dare You,296307
2021-01-18 23:53,Seven Lions,Ocean (feat. Jonathan Mendelsohn),225675
2021-01-18 23:57,Slippy,Flow,229230
2021-01-19 00:02,San Holo,Lead Me Back,284492
2021-01-19 00:06,RL Grime,Stay For It,258082
2021-01-19 00:11,JOYRYDE,THE BOX,278571
2021-01-19 00:11,JOYRYDE,FOCUS,0
2021-01-19 00:11,Boombox Cartel,Whisper,2741
2021-01-19 00:14,JOYRYDE,IM GONE,189471
2021-01-19 00:18,JOYRYDE,DAMN - Bonus Track,220839
2021-01-19 00:18,JOYRYDE,AGEN WIDA,13029
2021-01-19 14:51,Safeplanet,เพียงเธอ,6058
2021-01-19 17:32,JOYRYDE,AGEN WIDA,34290
2021-01-19 17:44,Kompany,Feel It All - MUST DIE! Remix,37650
2021-01-19 23:42,SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),225882
2021-01-19 23:45,SVDDEN DEATH,Blood On Me,192000
2021-01-19 23:49,Nurko,Faith,250671
2021-01-19 23:53,SLANDER,Potions,215200
2021-01-19 23:57,Boombox Cartel,Moon Love,243692
2021-01-19 23:59,Ekali,Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,156923
2021-01-20 00:03,RL Grime,UCLA,192000
2021-01-20 00:07,Trivecta,You Can Be My Light (feat. Monika Santucci),268800
2021-01-20 00:12,Said The Sky,All I Got,315724
2021-01-20 00:15,yetep,Petals from a Rose,148530
2021-01-20 17:31,Kompany,Feel It All - MUST DIE! Remix,3010
2021-01-20 17:35,San Holo,Light,239853
2021-01-20 17:38,San Holo,Honest,228000
2021-01-20 17:42,San Holo,bb u ok?,199666
2021-01-20 23:29,SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),225882
2021-01-20 23:34,Nurko,Better Off Lonely,270000
2021-01-20 23:37,Ekali,Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,156923
2021-01-20 23:41,Boombox Cartel,Moon Love,243692
2021-01-20 23:46,Said The Sky,All I Got,315724
2021-01-20 23:50,Trivecta,You Can Be My Light (feat. Monika Santucci),268800
2021-01-20 23:54,SLANDER,Back To U,214400
2021-01-20 23:58,Nurko,Breathe Without,226315
2021-01-21 00:02,RL Grime,Atoms - Said the Sky Remix,255117
2021-01-21 00:05,Ekali,Leaving (feat. Yuna),175851
2021-01-21 00:09,MitiS,Moments,54489
2021-01-21 00:15,Kompany,Feel It All,294484
2021-01-21 00:16,SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),76714
2021-01-21 16:22,Ytram,Alive,92990
2021-01-21 16:23,SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),57365
2021-01-21 16:24,Au5,The Way To Infinity,79253
2021-01-21 16:25,SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),14613
2021-01-21 16:26,RL Grime,Shrine - Hex Cougar Remix,112580
2021-01-21 16:27,RL Grime,Light Me Up - Enschway Remix,32699
2021-01-21 18:01,RL Grime,Light Me Up - Enschway Remix,13070
2021-01-21 18:04,Ytram,Alive,178627
2021-01-21 18:08,Ytram,Fire (with Elderbrook),208162
2021-01-21 18:11,Drove,Places,185585
2021-01-21 19:18,Oliver Heldens,Freedom for my People,25332
2021-01-21 19:19,Dabin,Alive,114480
2021-01-22 00:07,RL Grime,Undo - Part Native Remix,7552
2021-01-22 00:07,Ekali,Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,3199
2021-01-22 00:07,RL Grime,Light Me Up - Enschway Remix,1322
2021-01-22 00:07,Ytram,Alive,125350
2021-01-22 00:07,Dabin,Alive,2197
2021-01-22 00:10,Dabin,Another Day,182062
2021-01-22 00:14,Dabin,Rings & Roses,236800
2021-01-22 00:18,Dabin,Part-Time Lover,219190
2021-01-22 00:22,Dabin,Lights,248250
2021-01-22 00:26,Dabin,Youth,264000
2021-01-22 00:30,Dabin,Altitude,207310
2021-01-22 00:33,Dabin,In Flames,204782
2021-01-22 00:38,Dabin,Home,263000
2021-01-22 00:40,Dabin,Bloom,127115
2021-01-22 09:57,Said The Sky,All I Got,3626
2021-01-22 09:57,Chama Wijnen,Let Go,19136
2021-01-23 01:37,ILLENIUM,Hearts on Fire - Lucas & Steve Remix,122752
2021-01-23 01:55,The Secret Sauce,TSS337 ทำไมผู้บริหารมือใหม่ส่วนใหญ่มักล้มเหลว,24090
2021-01-23 02:31,The Secret Sauce,TSS310 70-20-10 สูตรพัฒนาทักษะ เรียนรู้ตลอดชีวิต,1316562
2021-01-23 03:25,SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),225882
2021-01-23 03:29,The Secret Sauce,EE174 เศรษฐกิจไทยปี 2564 อาจติดลบหรือโตแค่ 2% ทำไมหลุมเราลึกกว่าคนอื่น,4640
2021-01-23 03:29,Seven Lions,Rush Over Me,206300
2021-01-23 03:32,The Secret Sauce,TSS310 70-20-10 สูตรพัฒนาทักษะ เรียนรู้ตลอดชีวิต,83810
2021-01-23 06:28,Beyond the To-Do List,Cliff Ravenscraft shares how to optimize productivity workflows,1492270
2021-01-23 06:31,Nurko,"Blindspot, Pt. 1",133717
2021-01-23 06:32,Nurko,"Blindspot, Pt. 2",40900
2021-01-23 06:34,Nurko,"Blindspot, Pt. 1",161148
2021-01-23 06:44,Nurko,"Blindspot, Pt. 1",9000
2021-01-23 06:44,Nurko,If It Isn't You,11281
2021-01-23 09:13,Nurko,"Blindspot, Pt. 1",84080
2021-01-23 09:15,Miles Away,Heartless,58020
2021-01-23 09:19,Miles Away,Bring Me Back,291191
2021-01-23 09:48,Miles Away,Heartless,234324
2021-01-23 10:22,Miles Away,Clear,2604
2021-01-23 10:46,Miles Away,Bring Me Back,30330
2021-01-23 10:49,Elyin,Dreams,216000
2021-01-23 12:47,Rizik,Levitate,10300
2021-01-23 12:47,Cat Music,Pet Music Therapy,26320
2021-01-23 12:50,Zedd,Inside Out (feat. Griff),186245
2021-01-23 12:55,Rizik,Levitate,262000
2021-01-23 12:59,Erasmus Talbot,The Roundabout,226059
2021-01-23 13:01,Loud Luxury,Body,163216
2021-01-23 13:06,Galantis,Runaway (U & I) - Yacht Club Remix,280000
2021-01-23 13:13,Elyin,Dreams,99628
2021-01-23 14:08,Jack Ü,Holla Out (feat. Snails & Taranchyla),219428
2021-01-23 14:11,Flux Pavilion,Every Cable Goes Somewhere,155865
2021-01-23 14:14,Flux Pavilion,Survive,201624
2021-01-23 14:18,Flux Pavilion,20:25,231616
2021-01-23 14:23,Flux Pavilion,Lion's Cage,269674
2021-01-23 14:24,Flux Pavilion,Partial Fugue In B Minor,61263
2021-01-24 03:14,SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),225882
2021-01-24 03:18,Boombox Cartel,Moon Love,243692
2021-01-24 03:19,Ekali,Runaway (feat. Reo Cragun),32501
2021-01-24 05:54,Milo Graves,Peaceful Embrace,256000
2021-01-24 05:57,Dian Giles,Waiting,180500
2021-01-24 06:01,Lucy Vincent,Cascade Falls,232000
2021-01-24 06:05,amabilla stills,Hushed Premonition,214846
2021-01-24 06:08,Ani,Cesia,168214
2021-01-24 06:11,Franz Emerald,Crystal Caves,227142
2021-01-24 06:15,William Edessa,Maha,208000
2021-01-24 06:18,Bon Vie,New Endings,188592
2021-01-24 06:21,Auricz,Cloches d'Arbres,190909
2021-01-24 06:23,Orchestrate the Universe,Ashes,131000
2021-01-24 06:26,Palacín,Tremoland,163483
2021-01-24 06:30,Niel Hupkes,Nog een nacht,228000
2021-01-24 06:33,Cooper Sams,Peaceful Memories,196626
2021-01-24 06:36,Rannar Sillard,Observations From A Faraway Place,142074
2021-01-24 06:38,Smith/Hill,Elba,151200
2021-01-24 06:40,Sebastián Escofet,Tomb,135187
2021-01-24 06:47,Melmann,Unstructure 02,424000
2021-01-24 06:52,Dean Valio,Warmest Embrace,294545
2021-01-24 06:56,Alma Grøtte,Sidereus,207500
2021-01-24 06:58,By Lotus,Half Moon Pass,150937
2021-01-24 07:01,Holographic Seawaves,Quietud,179916
2021-01-24 07:05,By Lotus,Song of Ascents,221357
2021-01-24 07:07,Jupiter Grains,Untitled,112311
2021-01-24 07:11,Anima,Haze,218884
2021-01-24 07:13,Kamal Ra,Beneath,152357
2021-01-24 07:16,The Tides,Slowing Down,155675
2021-01-24 07:19,Moments of Clarity,Emerald Isles,194189
2021-01-24 07:21,Flux Pavilion,Breathe,116238
2021-01-24 07:25,Flux Pavilion,Somebody Else,240000
2021-01-24 11:48,Miles Away,Bring Me Back,219000
2021-01-24 11:49,Miles Away,Heartless,2860
2021-01-24 11:49,Ytram,Alive,4880
2021-01-24 11:52,Dabin,Another Day,182062
2021-01-24 11:56,Dabin,Rings & Roses,236800
2021-01-24 11:59,Dabin,Part-Time Lover,219190
2021-01-24 12:04,Dabin,Lights,248250
2021-01-24 12:08,Dabin,Youth,264000
2021-01-24 12:11,Dabin,Altitude,207310
2021-01-24 12:15,Dabin,In Flames,204782
2021-01-24 13:19,Dabin,Home,143363
2021-01-24 13:22,Dua Lipa,Pretty Please,194607
2021-01-24 13:26,Dua Lipa,Hallucinate,208505
2021-01-24 13:30,Dua Lipa,Love Again,258004
2021-01-24 13:33,Dua Lipa,Break My Heart,221820
2021-01-24 13:37,Dua Lipa,Good In Bed,218754
2021-01-24 13:38,Dua Lipa,Boys Will Be Boys,66735
2021-01-24 22:22,Flux Pavilion,LOVE,234602
2021-01-24 22:22,Flux Pavilion,Every Cable Goes Somewhere,14980
2021-01-24 22:24,Flux Pavilion,Endless Fantasy,154861
2021-01-24 22:29,Flux Pavilion,I Believe,258299
2021-01-24 22:32,Flux Pavilion,Fall To Me,184445
2021-01-24 22:34,Flux Pavilion,You & I,162470
2021-01-24 22:38,Flux Pavilion,Survive,223895
2021-01-24 22:45,Flux Pavilion,I Will Stay,392000
2021-01-24 22:49,Flux Pavilion,Somebody Else,240000
2021-01-24 22:53,Flux Pavilion,20:25,231616
2021-01-24 22:56,Flux Pavilion,Partial Fugue In B Minor,226532
2021-01-24 23:01,Flux Pavilion,Symphony,281052
2021-01-24 23:03,Flux Pavilion,Breathe,116238
2021-01-24 23:04,Flux Pavilion,Sink Your Teeth In,33558
2021-01-24 23:06,Flux Pavilion,Sink Your Teeth In,168090
2021-01-24 23:11,Flux Pavilion,Somebody Else,240000
2021-01-24 23:17,Flux Pavilion,I Will Stay,392000
2021-01-24 23:20,Flux Pavilion,Every Cable Goes Somewhere,198879
2021-01-24 23:22,Flux Pavilion,Breathe,116238
2021-01-24 23:24,Flux Pavilion,Endless Fantasy,122712
2021-01-24 23:29,Dabin,Alive,263704
2021-01-24 23:31,SLANDER,Potions,151540
2021-01-24 23:34,PhaseOne,Enemy (with Shane Told of Silverstein),187646
2021-01-24 23:38,Eliminate,Tear It Up,218879
2021-01-24 23:43,Virtual Riot,Dream Logic,243707
2021-01-24 23:48,Voltra,Optronic,256800
2021-01-24 23:49,Fox Stevenson,New Amsterdam,90007
2021-01-25 00:10,Essenger,Empire Of Steel,25365
2021-01-25 00:10,Essenger,Empire Of Steel,0
2021-01-25 00:49,Polyphia,Inferno,3818
2021-01-25 00:49,Mazare,Berserker,33578
2021-01-25 23:19,5 Minutes,5M EP.742 | กิจวัตรที่เกี่ยวกับสมาธิ,55820
2021-01-25 23:23,ShockOne,Follow Me - Blanke Remix,208941
2021-01-25 23:27,Blanke,Flatline - Reprise,240000
2021-01-25 23:31,Blanke,Alchemy,286896
2021-01-25 23:36,Trivecta,Twilight Of The Gods,253600
2021-01-25 23:39,Skybreak,Waterfall,231724
2021-01-25 23:44,CamelPhat,Easier (feat. LOWES) - Sub Focus Remix,276373
2021-01-25 23:47,Steve Aoki,BIB,180705
2021-01-25 23:50,TYNAN,Stay,199347
2021-01-25 23:53,Virtual Riot,Save Yourself,171358
2021-01-25 23:58,Virtual Riot,Wallmonger,268800
2021-01-26 00:02,Virtual Riot,Hysteria,243200
2021-01-26 00:04,Virtual Riot,Iteration (Interlude),101589
2021-01-26 16:37,Polyphia,Inferno,12458
2021-01-26 16:40,Polyphia,O.D.,202163
2021-01-26 18:33,Disclosure,Tondo,8780
2021-01-26 18:33,Virtual Riot,Self Checkout,49600
2021-01-26 19:12,Disclosure,Douha (Mali Mali) (Edit),5940
2021-01-26 19:15,Ytram,Alive,165917
2021-01-26 19:17,Marc Benjamin,Losing Focus,150967
2021-01-26 19:20,Ytram,Fire (with Elderbrook),163968
2021-01-26 19:23,Bleu Clair,Hypnotized,164526
2021-01-26 19:26,Stadiumx,Know You Better,212427
2021-01-26 19:35,MINO,TRIGGER,14357
2021-01-26 19:35,Sea in the Sky,Everything All at Once,68803
2021-01-26 19:36,ILLENIUM,Gorgeous (& Blanke with Bipolar Sunshine),14058
2021-01-26 19:36,ILLENIUM,In Your Arms (with X Ambassadors),810
2021-01-26 19:36,ILLENIUM,Nightlight,12757
2021-01-26 19:36,ILLENIUM,Pray (feat. Kameron),11754
2021-01-26 23:53,ILLENIUM,Gorgeous (& Blanke with Bipolar Sunshine),161329
2021-01-26 23:54,ILLENIUM,Angel - Lonely Prelude,41290
2021-01-26 23:58,ILLENIUM,Lonely (with Chandler Leighton),270967
2021-01-27 00:02,Boombox Cartel,Moon Love,243692
2021-01-27 00:06,ILLENIUM,Sad Songs (& Said The Sky with Annika Wells),210423
2021-01-27 00:10,Adventure Club,Already Know,230852
2021-01-27 00:14,Seven Lions,Rush Over Me,259555
2021-01-27 00:18,SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),225882
2021-01-27 00:21,San Holo,bb u ok?,201611
2021-01-27 00:27,Said The Sky,All I Got,315724
2021-01-27 00:30,ILLENIUM,Hold On (with Georgia Ku),235263
2021-01-27 00:35,Seven Lions,Another Me (with Dylan Matthew),15073
2021-01-27 00:35,RL Grime,Atoms - Said the Sky Remix,255117
2021-01-27 04:01,Flux Pavilion,Symphony,83731
2021-01-27 12:20,IU,Celebrity,146400
2021-01-27 12:23,IU,Palette (feat. G-DRAGON),158058
2021-01-27 13:00,Ytram,Alive,116870
2021-01-27 13:04,SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),225882
2021-01-27 13:07,Nurko,Right Now,194700
2021-01-27 13:10,Ekali,Leaving (feat. Yuna),175851
2021-01-27 14:18,Trivecta,You Can Be My Light (feat. Monika Santucci),117608
2021-01-27 14:21,Dabin,Another Day,169489
2021-01-27 14:24,Dabin,Rings & Roses,210640
2021-01-28 02:25,Rizik,Levitate,231848
2021-01-28 02:36,Cubicolor,Nights In Bloom,446848
2021-01-28 02:38,Loud Luxury,Body,2720
2021-01-28 02:38,Erasmus Talbot,The Roundabout,91885
2021-01-28 02:40,Erasmus Talbot,The Roundabout,92997
2021-01-28 06:29,Loud Luxury,Body,15992
2021-01-28 06:32,Rizik,Levitate,223900
2021-01-28 14:10,Flux Pavilion,Somebody Else,12370
2021-01-28 14:10,Flux Pavilion,Survive,25170
2021-01-28 14:10,Flux Pavilion,20:25,8260
2021-01-28 14:11,Flux Pavilion,I Believe,550
2021-01-28 14:12,Flux Pavilion,I Will Stay,28540
2021-01-28 14:12,Ytram,Alive,13380
2021-01-28 14:12,Flux Pavilion,I Will Stay,60580
2021-01-28 14:14,SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),128910
2021-01-28 14:15,ILLENIUM,Gorgeous (& Blanke with Bipolar Sunshine),11970
2021-01-28 14:15,Virtual Riot,Energy Drink,13480
2021-01-28 14:15,ILLENIUM,Pray (feat. Kameron),15400
2021-01-28 14:15,Virtual Riot,Save Yourself,4340
2021-01-28 14:16,Virtual Riot,Self Checkout,32220
2021-01-28 14:17,RL Grime,I Wanna Know,27020
2021-01-28 14:17,Kompany,Feel It All,46260
2021-01-28 14:19,Skrillex,Mumbai Power,14890
2021-01-28 14:19,Skrillex,Fuji Opener,106880
2021-01-28 14:20,DJ Snake,Quiet Storm (with Zomboy),28580
2021-01-28 14:20,Zomboy,Battlefields,1730
2021-01-28 14:20,Zomboy,Battlefields,36980
2021-01-28 14:20,Zomboy,Lone Wolf,15210
2021-01-28 14:21,Vulgatron,Deadman,13270
2021-01-28 14:21,Vulgatron,Fuccboi Burial,22600
2021-01-28 14:22,Seven Lions,Rush Over Me,23140
2021-01-28 14:22,Elyin,Dreams,22680
2021-01-28 14:24,Said The Sky,All I Got,29320
2021-01-28 14:24,Rizik,Levitate,9802
2021-01-28 14:28,Erasmus Talbot,The Roundabout,226059
2021-01-28 14:29,Loud Luxury,Body,92490
2021-01-28 14:34,Galantis,Runaway (U & I) - Yacht Club Remix,280000
2021-01-28 14:38,Elyin,Dreams,216000
2021-01-28 14:39,Cat Music,Pet Music Therapy,47080
2021-01-28 14:41,yaeow,The Way I Love You,162726
2021-01-28 14:45,JP Saxe,If the World Was Ending (feat. Julia Michaels),208687
2021-01-28 14:53,Cubicolor,Nights In Bloom,482055
2021-01-28 14:56,Sam Smith,I've Told You Now,210369
2021-01-28 15:00,Finding Hope,3:00 AM,201951
2021-01-28 15:04,Nurko,Falling Again (feat. Roniit),268887
2021-01-28 15:08,Violette Wautier,Drive,243863
2021-01-28 15:12,Madeon,Home,225346
2021-01-28 15:15,Seven Lions,Strangers,204120
2021-01-28 15:20,Kompany,Feel It All,294484
2021-01-28 15:24,Rezz,H E X,207768
2021-01-28 15:27,Hexnote,Feelings,181090
2021-01-28 15:30,G-Eazy,Everybody's Gotta Learn Sometime,177656
2021-01-28 15:34,Future,Life Is Good (feat. Drake),237735
2021-01-28 15:37,Beartooth,In Between,213576
2021-01-28 15:41,Boombox Cartel,Moon Love,243692
2021-01-28 15:46,Charlie Puth,BOY,263413
2021-01-28 15:50,yetep,Petals from a Rose,233766
2021-01-28 16:01,Dream Theater,Outcry,684200
2021-01-28 16:05,Jack Ü,Holla Out (feat. Snails & Taranchyla),256000
2021-01-29 00:01,So Dope,Whole Place Locked,205000
2021-01-29 00:04,LICK,DISAPPEAR,188843
2021-01-29 00:08,ILLENIUM,Broken Ones (with Anna Clendening),198285
2021-01-29 00:11,Lost Kings,Too Far Gone - Nurko Remix,230000
2021-01-29 00:16,ILLENIUM,Needed You,305571
2021-01-29 00:20,Elephante,Dynasty,201230
2021-01-29 00:23,PhaseOne,Kung Fu,189600
2021-01-29 00:27,Vancouver Sleep Clinic,Someone To Stay,254013
2021-01-29 00:32,EDEN,Wake Up,279827
2021-01-29 00:37,Seven Lions,Remember,300016
2021-01-29 03:14,Marshmello,Be Kind (with Halsey),12138
2021-01-29 09:37,Ariana Grande,34+35,0
2021-01-29 09:37,The Chainsmokers,Closer,13354
2021-01-29 13:34,Ariana Grande,34+35,71893
2021-01-29 13:37,Zedd,365 - Jonas Aden Remix,76245
2021-01-29 13:38,Jonas Aden,Tell Me A Lie,63168
2021-01-30 00:51,Seven Lions,Remember,243290
2021-01-30 02:14,Nurko,Till the End,151050
2021-01-30 02:18,ILLENIUM,Sad Songs (& Said The Sky with Annika Wells),210423
2021-01-30 02:21,ILLENIUM,Where'd U Go,184556
2021-01-30 02:25,RL Grime,Atoms - Said the Sky Remix,255117
2021-01-30 02:26,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),0
2021-01-30 02:26,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),30
2021-01-30 02:26,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),210
2021-01-30 02:26,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),120
2021-01-30 02:26,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),40
2021-01-30 02:26,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),380
2021-01-30 02:26,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),230
2021-01-30 02:26,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),320
2021-01-30 02:26,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),50
2021-01-30 02:26,Adventure Club,Already Know,69963
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),0
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),530
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),30
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),610
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),20
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),420
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),40
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),50
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),500
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),310
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),470
2021-01-30 02:27,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),560
2021-01-30 02:29,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),380
2021-01-30 02:29,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),25320
2021-01-30 02:29,ILLENIUM,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),38400
